id,lat,lon,business_type,final_probability,base_business_score,sentiment_score,trends_demand_score,saturation_score,matched_sentiment_location,distance_to_sentiment_km
way/297754313,43.1132150211739,-89.34823242844925,urgent care,42.3,54.0,0.0,25.1,1.0,east washington,3.84
node/4420709485,43.0945861,-89.36413690000002,urgent care,42.3,54.0,0.0,25.1,1.0,east washington,1.96
node/956773581,43.0940178,-89.3414668,hardware store,42.3,54.2,0.0,24.6,1.0,east washington,1.93
node/5029100532,43.0939931,-89.3411095,urgent care,42.3,54.2,0.0,25.1,1.0,east washington,1.94
node/5029100532,43.0939931,-89.3411095,hardware store,42.3,54.2,0.0,24.6,1.0,east washington,1.94
node/956773581,43.0940178,-89.3414668,urgent care,42.3,54.2,0.0,25.1,1.0,east washington,1.93
node/5642484847,43.0749071,-89.3819968,pharmacy,42.3,41.3,12.5,25.3,0.0,downtown,0.19
way/374720809,43.05761232897419,-89.50673069904921,pharmacy,42.2,33.4,20.0,25.3,0.0,junction,0.76
node/11477165381,43.0640971,-89.4181216,daycare,42.2,57.8,0.0,16.3,1.0,vilas,1.21
way/297754313,43.1132150211739,-89.34823242844925,hardware store,42.2,54.0,0.0,24.6,1.0,east washington,3.84
node/4420709485,43.0945861,-89.36413690000002,hardware store,42.2,54.0,0.0,24.6,1.0,east washington,1.96
way/433662536,43.06239599285799,-89.40046167839698,daycare,42.2,57.8,0.0,16.3,1.0,vilas,1.13
node/3240429353,43.0574313,-89.3989271,daycare,42.2,58.2,0.0,16.3,0.7,vilas,0.94
node/4420709485,43.0945861,-89.36413690000002,bar,42.2,48.8,0.0,35.0,1.0,marquette,1.62
node/11167096805,43.05006699999999,-89.3920584,urgent care,42.2,53.7,0.0,25.1,1.0,monroe street,1.26
node/2522752349,43.0746247,-89.3934014,convenience store,42.1,50.8,13.6,2.5,0.0,general madison,0.66
node/5029100532,43.0939931,-89.3411095,urgent care,42.1,53.1,0.0,25.1,1.0,east washington,1.94
node/2522840403,43.073012,-89.3986815,grocery store,42.1,35.0,18.1,25.0,0.0,general madison,0.2
node/11165568572,43.0922149,-89.3599731,gym,42.1,47.5,0.0,36.5,0.7,east washington,1.58
node/2296195347,43.06918499999999,-89.3923898,daycare,42.1,57.5,0.0,16.3,1.0,general madison,0.84
node/956773581,43.0940178,-89.3414668,urgent care,42.1,53.1,0.0,25.1,1.0,east washington,1.93
way/456695749,43.06623340255474,-89.41478794793663,urgent care,42.1,53.4,0.0,25.1,1.0,camp randall,0.45
node/7259543422,43.074288,-89.390416,coffee shop,42.1,52.7,0.0,26.2,0.0,isthmus,0.09
node/7259543422,43.074288,-89.390416,grocery store,42.0,52.7,0.0,25.0,0.0,isthmus,0.09
node/956773894,43.0972453,-89.3152071,pharmacy,42.0,52.7,0.0,25.3,1.0,east side,2.75
node/4471944660,43.1086945,-89.3176002,urgent care,42.0,52.7,0.0,25.1,1.0,east side,3.88
node/956773894,43.0972453,-89.3152071,grocery store,42.0,52.7,0.0,25.0,1.0,east side,2.75
way/669758023,43.034228860502786,-89.4455499347774,urgent care,42.0,52.7,0.0,25.1,1.0,monroe street,3.58
node/5029100532,43.0939931,-89.3411095,hardware store,42.0,53.1,0.0,24.6,1.0,east washington,1.94
way/1135060521,43.12621310768891,-89.3042274176044,daycare,42.0,57.1,0.0,16.3,1.0,east side,6.07
node/7259543422,43.074288,-89.390416,urgent care,42.0,52.7,0.0,25.1,0.0,downtown,0.52
node/8773830624,43.128389899999995,-89.3611411,daycare,42.0,57.2,0.0,16.3,1.0,east washington,5.54
node/11477165381,43.0640971,-89.4181216,urgent care,42.0,52.7,0.0,25.1,1.0,camp randall,0.79
node/956773581,43.0940178,-89.3414668,hardware store,42.0,53.1,0.0,24.6,1.0,east washington,1.93
node/4471944660,43.1086945,-89.3176002,grocery store,42.0,52.7,0.0,25.0,1.0,east side,3.88
node/4471944660,43.1086945,-89.3176002,pharmacy,42.0,52.7,0.0,25.3,1.0,east side,3.88
node/956773894,43.0972453,-89.3152071,urgent care,42.0,52.7,0.0,25.1,1.0,east side,2.75
node/8319452818,43.07338489999999,-89.3944438,convenience store,42.0,50.5,13.6,2.5,0.0,general madison,0.55
node/8773830624,43.128389899999995,-89.3611411,coffee shop,41.9,51.8,0.0,26.2,1.0,tenney,4.88
node/7216954213,43.0747156,-89.39210400000002,coffee shop,41.9,51.8,0.0,26.2,0.0,isthmus,0.17
node/956773894,43.0972453,-89.3152071,hardware store,41.9,52.7,0.0,24.6,1.0,east washington,3.7
way/669758023,43.034228860502786,-89.4455499347774,hardware store,41.9,52.7,0.0,24.6,1.0,west side,4.42
node/8505198887,43.07490049999999,-89.39072080000001,coffee shop,41.9,51.8,0.0,26.2,0.0,isthmus,0.06
node/4925300456,43.0407409,-89.3953648,bakery,41.9,54.7,0.0,20.6,1.0,monroe street,1.47
node/11165568572,43.0922149,-89.3599731,bar,41.9,47.5,0.0,35.0,0.7,marquette,1.42
node/4471944660,43.1086945,-89.3176002,hardware store,41.9,52.7,0.0,24.6,1.0,east washington,4.4
way/1134399617,43.0719294018631,-89.45223628239545,daycare,41.9,36.8,20.0,16.3,0.7,west side,2.38
node/11074151817,43.09860369999999,-89.3487346,daycare,41.9,57.0,0.0,16.3,1.0,east washington,2.22
node/7259543422,43.074288,-89.390416,hardware store,41.9,52.7,0.0,24.6,0.0,downtown,0.52
node/2522752354,43.0746727,-89.3903719,coffee shop,41.9,51.8,0.0,26.2,0.0,isthmus,0.05
node/9427078625,43.03668480000002,-89.4151298,bakery,41.8,54.3,0.0,20.6,1.0,monroe street,1.65
node/3240429353,43.0574313,-89.3989271,bar,41.8,47.2,0.0,35.0,0.7,vilas,0.94
node/6340379852,43.0749307,-89.39238,coffee shop,41.8,51.5,0.0,26.2,0.0,isthmus,0.19
node/5584566093,43.07222829999999,-89.3983984,pharmacy,41.8,31.8,20.0,25.3,0.0,general madison,0.25
node/4925300456,43.0407409,-89.3953648,gym,41.8,46.2,0.0,36.5,1.0,fish hatchery,0.44
node/2522752349,43.0746247,-89.3934014,pharmacy,41.7,31.4,20.0,25.3,0.0,general madison,0.66
node/8773830624,43.128389899999995,-89.3611411,urgent care,41.7,51.8,0.0,25.1,1.0,east washington,5.54
node/7216954213,43.0747156,-89.39210400000002,hardware store,41.7,51.8,0.0,24.6,0.0,downtown,0.66
node/2522752354,43.0746727,-89.3903719,urgent care,41.7,51.8,0.0,25.1,0.0,downtown,0.52
node/7216954213,43.0747156,-89.39210400000002,urgent care,41.7,51.8,0.0,25.1,0.0,downtown,0.66
node/7216954213,43.0747156,-89.39210400000002,grocery store,41.7,51.8,0.0,25.0,0.0,isthmus,0.17
node/956773894,43.0972453,-89.3152071,daycare,41.7,55.9,0.0,16.3,1.0,east side,2.75
node/11074151817,43.09860369999999,-89.3487346,daycare,41.7,55.9,0.0,16.3,1.0,east washington,2.22
node/5584566093,43.07222829999999,-89.3983984,hardware store,41.7,31.8,20.0,24.6,0.0,general madison,0.25
way/457429394,43.067593640730266,-89.40616022507491,coworking space,41.7,51.0,10.3,5.9,0.7,general madison,0.73
node/8505198887,43.07490049999999,-89.39072080000001,urgent care,41.7,51.8,0.0,25.1,0.0,capitol square,0.55
node/8773830624,43.128389899999995,-89.3611411,hardware store,41.7,51.8,0.0,24.6,1.0,east washington,5.54
node/591443374,43.0574728,-89.5049543,daycare,41.7,35.9,20.0,16.3,0.0,west side,2.19
way/103183617,43.0733723384285,-89.38325501338285,late night food,41.7,36.2,21.9,12.0,0.0,downtown,0.09
node/2522752354,43.0746727,-89.3903719,hardware store,41.7,51.8,0.0,24.6,0.0,downtown,0.52
way/457429394,43.067593640730266,-89.40616022507491,gym,41.7,45.9,0.0,36.5,0.7,camp randall,0.6
node/3240429353,43.0574313,-89.3989271,late night food,41.7,58.2,0.0,12.0,0.7,vilas,0.94
node/8505198887,43.07490049999999,-89.39072080000001,grocery store,41.7,51.8,0.0,25.0,0.0,isthmus,0.06
node/2522752354,43.0746727,-89.3903719,grocery store,41.7,51.8,0.0,25.0,0.0,isthmus,0.05
way/987655471,43.05749205759648,-89.42806675954046,bar,41.7,46.9,0.0,35.0,0.7,vilas,1.49
node/5584566093,43.07222829999999,-89.3983984,coffee shop,41.7,12.4,38.8,26.2,0.0,general madison,0.25
node/8505198887,43.07490049999999,-89.39072080000001,hardware store,41.7,51.8,0.0,24.6,0.0,downtown,0.55
node/9898292787,43.0693148,-89.392177,late night food,41.6,57.8,0.0,12.0,1.0,isthmus,0.66
way/456695749,43.06623340255474,-89.41478794793663,bakery,41.6,53.4,0.0,20.6,1.0,camp randall,0.45
node/8319452818,43.07338489999999,-89.3944438,pharmacy,41.6,31.1,20.0,25.3,0.0,general madison,0.55
way/433662536,43.06239599285799,-89.40046167839698,late night food,41.6,57.8,0.0,12.0,1.0,vilas,1.13
way/107454783,43.07093661462544,-89.4522959346128,bar,41.6,46.4,0.0,35.0,1.0,hilldale,0.3
way/86579194,43.0542186082353,-89.50844628851435,hardware store,41.6,51.5,0.0,24.6,1.0,west side,2.6
node/6340379852,43.0749307,-89.39238,hardware store,41.6,51.5,0.0,24.6,0.0,downtown,0.69
way/37308634,43.074806106649646,-89.4441008496207,coworking space,41.6,44.3,16.7,5.9,0.7,campus,2.57
node/2522752349,43.0746247,-89.3934014,coffee shop,41.6,50.8,0.0,26.2,0.0,isthmus,0.28
node/2522752349,43.0746247,-89.3934014,hardware store,41.6,31.4,20.0,24.6,0.0,general madison,0.66
node/6340379852,43.0749307,-89.39238,urgent care,41.6,51.5,0.0,25.1,0.0,downtown,0.69
node/4420709485,43.0945861,-89.36413690000002,restaurant,41.6,48.8,0.0,30.0,1.0,marquette,1.62
node/6340379852,43.0749307,-89.39238,grocery store,41.6,51.5,0.0,25.0,0.0,isthmus,0.19
node/5661434236,43.0752286,-89.3903163,coffee shop,41.5,50.2,0.0,26.2,0.0,isthmus,0.04
node/9427078625,43.03668480000002,-89.4151298,urgent care,41.5,50.8,0.0,25.1,1.0,monroe street,1.65
node/2522752349,43.0746247,-89.3934014,grocery store,41.5,50.8,0.0,25.0,0.0,isthmus,0.28
node/8319452818,43.07338489999999,-89.3944438,coffee shop,41.5,50.5,0.0,26.2,0.0,isthmus,0.4
node/8319452818,43.07338489999999,-89.3944438,hardware store,41.5,31.1,20.0,24.6,0.0,general madison,0.55
way/37308634,43.074806106649646,-89.4441008496207,urgent care,41.5,51.0,0.0,25.1,0.7,campus,2.57
way/457429394,43.067593640730266,-89.40616022507491,urgent care,41.5,51.0,0.0,25.1,0.7,camp randall,0.6
node/2296195347,43.06918499999999,-89.3923898,late night food,41.5,57.5,0.0,12.0,1.0,isthmus,0.68
node/8319452818,43.07338489999999,-89.3944438,grocery store,41.4,50.5,0.0,25.0,0.0,isthmus,0.4
node/11074151817,43.09860369999999,-89.3487346,late night food,41.4,57.0,0.0,12.0,1.0,east washington,2.22
node/8773830624,43.128389899999995,-89.3611411,late night food,41.4,57.2,0.0,12.0,1.0,north side,2.55
node/9929920560,43.0531595,-89.4844202,gym,41.4,45.0,0.0,36.5,1.0,west side,1.36
way/1135060521,43.12621310768891,-89.3042274176044,convenience store,41.4,62.0,0.0,2.5,1.0,east side,6.07
way/669758023,43.034228860502786,-89.4455499347774,bakery,41.4,52.7,0.0,20.6,1.0,monroe street,3.58
way/297754313,43.1132150211739,-89.34823242844925,restaurant,41.4,48.0,0.0,30.0,1.0,north side,2.6
node/11477165381,43.0640971,-89.4181216,bakery,41.4,52.7,0.0,20.6,1.0,camp randall,0.79
node/7324078516,43.0750199,-89.3899089,coffee shop,41.3,49.6,0.0,26.2,0.0,isthmus,0.01
node/5661434236,43.0752286,-89.3903163,grocery store,41.3,50.2,0.0,25.0,0.0,isthmus,0.04
node/5661434236,43.0752286,-89.3903163,hardware store,41.3,50.2,0.0,24.6,0.0,downtown,0.53
node/5661434236,43.0752286,-89.3903163,urgent care,41.3,50.2,0.0,25.1,0.0,capitol square,0.52
node/4925300456,43.0407409,-89.3953648,daycare,41.3,54.7,0.0,16.3,1.0,vilas,1.98
node/13270880290,43.0754897,-89.3856372,pharmacy,41.3,37.5,12.5,25.3,0.0,downtown,0.21
node/11165568572,43.0922149,-89.3599731,restaurant,41.3,47.5,0.0,30.0,0.7,marquette,1.42
way/1134399617,43.0719294018631,-89.45223628239545,bar,41.2,44.7,0.0,35.0,0.7,hilldale,0.22
way/297754313,43.1132150211739,-89.34823242844925,daycare,41.2,54.0,0.0,16.3,1.0,east washington,3.84
node/9427078625,43.03668480000002,-89.4151298,daycare,41.2,54.3,0.0,16.3,1.0,vilas,2.08
node/5029100532,43.0939931,-89.3411095,daycare,41.2,54.2,0.0,16.3,1.0,east washington,1.94
node/956773581,43.0940178,-89.3414668,daycare,41.2,54.2,0.0,16.3,1.0,east washington,1.93
node/5584566093,43.07222829999999,-89.3983984,grocery store,41.2,31.8,18.1,25.0,0.0,general madison,0.25
node/7324078516,43.0750199,-89.3899089,urgent care,41.2,49.6,0.0,25.1,0.0,capitol square,0.49
node/4420709485,43.0945861,-89.36413690000002,daycare,41.2,54.0,0.0,16.3,1.0,east washington,1.96
node/7324078516,43.0750199,-89.3899089,hardware store,41.1,49.6,0.0,24.6,0.0,downtown,0.49
node/4420709485,43.0945861,-89.36413690000002,coffee shop,41.1,48.8,0.0,26.2,1.0,tenney,1.17
way/37308634,43.074806106649646,-89.4441008496207,bar,41.1,44.3,0.0,35.0,0.7,hilldale,0.52
node/7324078516,43.0750199,-89.3899089,grocery store,41.1,49.6,0.0,25.0,0.0,isthmus,0.01
node/11167096805,43.05006699999999,-89.3920584,daycare,41.1,53.7,0.0,16.3,1.0,vilas,1.56
node/11074151817,43.09860369999999,-89.3487346,late night food,41.1,55.9,0.0,12.0,1.0,east washington,2.22
way/669758023,43.034228860502786,-89.4455499347774,urgent care,41.1,49.3,0.0,25.1,1.0,monroe street,3.58
way/43926492,43.05209980648997,-89.50251034738326,coworking space,41.0,58.5,0.0,5.9,1.0,west side,2.32
way/347311465,43.08226448792176,-89.37960634321263,pharmacy,41.0,36.4,12.5,25.3,0.3,downtown,0.99
way/103183617,43.0733723384285,-89.38325501338285,pharmacy,41.0,36.2,12.5,25.3,0.0,downtown,0.09
way/374720809,43.05761232897419,-89.50673069904921,daycare,41.0,33.4,20.0,16.3,0.0,west side,2.32
node/1182271388,43.0748612,-89.3874147,pharmacy,41.0,36.2,12.5,25.3,0.0,downtown,0.29
way/456695749,43.06623340255474,-89.41478794793663,daycare,41.0,53.4,0.0,16.3,1.0,campus,1.17
way/669758023,43.034228860502786,-89.4455499347774,hardware store,41.0,49.3,0.0,24.6,1.0,west side,4.42
node/3240429353,43.0574313,-89.3989271,coworking space,40.9,58.2,0.0,5.9,0.7,park street,0.77
node/4420709485,43.0945861,-89.36413690000002,hardware store,40.9,48.8,0.0,24.6,1.0,east washington,1.96
way/297754313,43.1132150211739,-89.34823242844925,coffee shop,40.9,48.0,0.0,26.2,1.0,tenney,3.6
node/5029100532,43.0939931,-89.3411095,daycare,40.9,53.1,0.0,16.3,1.0,east washington,1.94
node/956773581,43.0940178,-89.3414668,daycare,40.9,53.1,0.0,16.3,1.0,east washington,1.93
way/62164927,43.052617940773146,-89.47592550158006,hardware store,40.9,48.8,0.0,24.6,0.7,west side,1.42
way/457429394,43.067593640730266,-89.40616022507491,bakery,40.9,51.0,0.0,20.6,0.7,camp randall,0.6
node/11165568572,43.0922149,-89.3599731,gym,40.9,42.8,0.0,36.5,0.7,east washington,1.58
node/9427078625,43.03668480000002,-89.4151298,bakery,40.9,50.8,0.0,20.6,1.0,monroe street,1.65
way/347311465,43.08226448792176,-89.37960634321263,pharmacy,40.9,36.0,12.5,25.3,0.3,downtown,0.99
node/4420709485,43.0945861,-89.36413690000002,urgent care,40.9,48.8,0.0,25.1,1.0,east washington,1.96
way/43926492,43.05209980648997,-89.50251034738326,hardware store,40.8,48.4,0.0,24.6,1.0,west side,2.32
node/8505198887,43.07490049999999,-89.39072080000001,pharmacy,40.8,35.6,12.5,25.3,0.0,downtown,0.55
node/11477165381,43.0640971,-89.4181216,daycare,40.8,52.7,0.0,16.3,1.0,vilas,1.21
way/669758023,43.034228860502786,-89.4455499347774,daycare,40.8,52.7,0.0,16.3,1.0,vilas,3.7
node/11165568572,43.0922149,-89.3599731,coffee shop,40.8,47.5,0.0,26.2,0.7,tenney,1.14
node/956773894,43.0972453,-89.3152071,daycare,40.8,52.7,0.0,16.3,1.0,east side,2.75
way/433662536,43.06239599285799,-89.40046167839698,coworking space,40.8,57.8,0.0,5.9,1.0,park street,1.18
node/4471944660,43.1086945,-89.3176002,daycare,40.8,52.7,0.0,16.3,1.0,east side,3.88
way/433662536,43.06239599285799,-89.40046167839698,daycare,40.8,52.7,0.0,16.3,1.0,vilas,1.13
way/297754313,43.1132150211739,-89.34823242844925,urgent care,40.7,48.0,0.0,25.1,1.0,east washington,3.84
node/2522840403,43.073012,-89.3986815,urgent care,40.7,35.0,13.0,25.1,0.0,general madison,0.2
way/297754313,43.1132150211739,-89.34823242844925,hardware store,40.7,48.0,0.0,24.6,1.0,east washington,3.84
node/11165568572,43.0922149,-89.3599731,bar,40.7,42.8,0.0,35.0,0.7,marquette,1.42
node/6340379852,43.0749307,-89.39238,pharmacy,40.7,35.3,12.5,25.3,0.0,downtown,0.69
node/11165568572,43.0922149,-89.3599731,urgent care,40.6,47.5,0.0,25.1,0.7,east washington,1.58
node/5029100532,43.0939931,-89.3411095,late night food,40.6,54.2,0.0,12.0,1.0,east washington,1.94
node/8773830624,43.128389899999995,-89.3611411,daycare,40.6,51.8,0.0,16.3,1.0,east washington,5.54
node/11165568572,43.0922149,-89.3599731,hardware store,40.6,47.5,0.0,24.6,0.7,east washington,1.58
node/11074151817,43.09860369999999,-89.3487346,coworking space,40.6,57.0,0.0,5.9,1.0,east washington,2.22
node/956773581,43.0940178,-89.3414668,late night food,40.6,54.2,0.0,12.0,1.0,east washington,1.93
way/297754313,43.1132150211739,-89.34823242844925,late night food,40.6,54.0,0.0,12.0,1.0,north side,2.6
node/4420709485,43.0945861,-89.36413690000002,late night food,40.6,54.0,0.0,12.0,1.0,east washington,1.96
node/8773830624,43.128389899999995,-89.3611411,coworking space,40.6,57.2,0.0,5.9,1.0,east washington,5.54
way/86579194,43.0542186082353,-89.50844628851435,coworking space,40.5,56.6,0.0,5.9,1.0,west side,2.6
way/669758023,43.034228860502786,-89.4455499347774,bakery,40.5,49.3,0.0,20.6,1.0,monroe street,3.58
node/3240429353,43.0574313,-89.3989271,urgent care,40.5,47.2,0.0,25.1,0.7,monroe street,1.04
way/457429394,43.067593640730266,-89.40616022507491,coworking space,40.4,45.9,10.3,5.9,0.7,general madison,0.73
node/956773581,43.0940178,-89.3414668,late night food,40.4,53.1,0.0,12.0,1.0,east washington,1.93
node/7126784708,43.0726154,-89.387835,pharmacy,40.4,34.0,12.5,25.3,0.0,downtown,0.35
way/987655471,43.05749205759648,-89.42806675954046,urgent care,40.4,46.9,0.0,25.1,0.7,monroe street,1.84
node/5029100532,43.0939931,-89.3411095,late night food,40.4,53.1,0.0,12.0,1.0,east washington,1.94
way/37308634,43.074806106649646,-89.4441008496207,daycare,40.4,51.0,0.0,16.3,0.7,campus,2.57
way/457429394,43.067593640730266,-89.40616022507491,daycare,40.4,51.0,0.0,16.3,0.7,general madison,0.73
node/5661434236,43.0752286,-89.3903163,pharmacy,40.4,34.0,12.5,25.3,0.0,downtown,0.53
way/433662536,43.06239599285799,-89.40046167839698,late night food,40.3,52.7,0.0,12.0,1.0,vilas,1.13
node/11074151817,43.09860369999999,-89.3487346,coworking space,40.3,55.9,0.0,5.9,1.0,east washington,2.22
node/9427078625,43.03668480000002,-89.4151298,daycare,40.3,50.8,0.0,16.3,1.0,vilas,2.08
way/107454783,43.07093661462544,-89.4522959346128,hardware store,40.3,46.4,0.0,24.6,1.0,west side,2.35
node/7259543422,43.074288,-89.390416,late night food,40.3,52.7,0.0,12.0,0.0,isthmus,0.09
node/8319452818,43.07338489999999,-89.3944438,daycare,40.3,50.5,0.0,16.3,0.0,general madison,0.55
node/2522752349,43.0746247,-89.3934014,daycare,40.3,50.8,0.0,16.3,0.0,general madison,0.66
node/4925300456,43.0407409,-89.3953648,urgent care,40.3,46.2,0.0,25.1,1.0,monroe street,1.47
node/4471944660,43.1086945,-89.3176002,grocery store,40.2,45.9,0.0,25.0,1.0,east side,3.88
node/11074151817,43.09860369999999,-89.3487346,convenience store,40.2,57.0,0.0,2.5,1.0,east washington,2.22
node/5642484847,43.0749071,-89.3819968,pharmacy,40.2,33.3,12.5,25.3,0.0,downtown,0.19
way/1135060521,43.12621310768891,-89.3042274176044,convenience store,40.2,57.1,0.0,2.5,1.0,east side,6.07
node/8773830624,43.128389899999995,-89.3611411,convenience store,40.2,57.2,0.0,2.5,1.0,east washington,5.54
node/4471944660,43.1086945,-89.3176002,urgent care,40.2,45.9,0.0,25.1,1.0,east side,3.88
way/105672012,43.1273028782192,-89.29562357000532,pharmacy,40.2,45.9,0.0,25.3,0.7,east side,6.45
node/4471944660,43.1086945,-89.3176002,pharmacy,40.2,45.9,0.0,25.3,1.0,east side,3.88
way/457429394,43.067593640730266,-89.40616022507491,urgent care,40.2,45.9,0.0,25.1,0.7,camp randall,0.6
way/105672012,43.1273028782192,-89.29562357000532,grocery store,40.2,45.9,0.0,25.0,0.7,east side,6.45
node/7324078516,43.0750199,-89.3899089,pharmacy,40.2,33.4,12.5,25.3,0.0,downtown,0.49
node/2296195347,43.06918499999999,-89.3923898,convenience store,40.2,43.5,13.6,2.5,1.0,general madison,0.84
way/105672012,43.1273028782192,-89.29562357000532,urgent care,40.2,45.9,0.0,25.1,0.7,east side,6.45
way/105672012,43.1273028782192,-89.29562357000532,hardware store,40.1,45.9,0.0,24.6,0.7,east washington,7.13
node/9929920560,43.0531595,-89.4844202,coworking space,40.1,55.0,0.0,5.9,1.0,west side,1.36
node/7259543422,43.074288,-89.390416,coffee shop,40.1,45.1,0.0,26.2,0.0,isthmus,0.09
node/4471944660,43.1086945,-89.3176002,hardware store,40.1,45.9,0.0,24.6,1.0,east washington,4.4
node/7216954213,43.0747156,-89.39210400000002,pharmacy,40.0,32.4,12.5,25.3,0.0,downtown,0.66
node/7216954213,43.0747156,-89.39210400000002,late night food,40.0,51.8,0.0,12.0,0.0,isthmus,0.17
node/7259543422,43.074288,-89.390416,grocery store,40.0,45.1,0.0,25.0,0.0,isthmus,0.09
node/3245483866,43.05513059999999,-89.4999204,coworking space,40.0,54.8,0.0,5.9,0.7,west side,1.96
node/2522752354,43.0746727,-89.3903719,pharmacy,40.0,32.4,12.5,25.3,0.0,downtown,0.52
node/11165568572,43.0922149,-89.3599731,restaurant,40.0,42.8,0.0,30.0,0.7,marquette,1.42
node/8773830624,43.128389899999995,-89.3611411,late night food,40.0,51.8,0.0,12.0,1.0,north side,2.55
node/13270880290,43.0754897,-89.3856372,urgent care,40.0,45.1,0.0,25.1,0.0,capitol square,0.16
node/8505198887,43.07490049999999,-89.39072080000001,late night food,40.0,51.8,0.0,12.0,0.0,isthmus,0.06
node/7259543422,43.074288,-89.390416,urgent care,40.0,45.1,0.0,25.1,0.0,downtown,0.52
node/2522752354,43.0746727,-89.3903719,late night food,40.0,51.8,0.0,12.0,0.0,isthmus,0.05
node/956773894,43.0972453,-89.3152071,convenience store,39.9,55.9,0.0,2.5,1.0,east side,2.75
node/13270880290,43.0754897,-89.3856372,hardware store,39.9,45.1,0.0,24.6,0.0,downtown,0.21
node/11074151817,43.09860369999999,-89.3487346,convenience store,39.9,55.9,0.0,2.5,1.0,east washington,2.22
node/956773581,43.0940178,-89.3414668,coworking space,39.9,54.2,0.0,5.9,1.0,east washington,1.93
node/5584566093,43.07222829999999,-89.3983984,urgent care,39.9,31.8,13.0,25.1,0.0,general madison,0.25
way/107454783,43.07093661462544,-89.4522959346128,coworking space,39.9,54.3,0.0,5.9,1.0,west side,2.35
node/6340379852,43.0749307,-89.39238,late night food,39.9,51.5,0.0,12.0,0.0,isthmus,0.19
node/7259543422,43.074288,-89.390416,hardware store,39.9,45.1,0.0,24.6,0.0,downtown,0.52
node/5029100532,43.0939931,-89.3411095,coworking space,39.9,54.2,0.0,5.9,1.0,east washington,1.94
node/9929920560,43.0531595,-89.4844202,hardware store,39.9,45.0,0.0,24.6,1.0,west side,1.36
way/987655471,43.05749205759648,-89.42806675954046,bakery,39.9,46.9,0.0,20.6,0.7,monroe street,1.84
way/669758023,43.034228860502786,-89.4455499347774,daycare,39.9,49.3,0.0,16.3,1.0,vilas,3.7
way/297754313,43.1132150211739,-89.34823242844925,coworking space,39.8,54.0,0.0,5.9,1.0,east washington,3.84
way/37308634,43.074806106649646,-89.4441008496207,urgent care,39.8,44.3,0.0,25.1,0.7,campus,2.57
way/62164927,43.052617940773146,-89.47592550158006,gym,39.8,38.8,0.0,36.5,0.7,west side,1.42
node/9898292787,43.0693148,-89.392177,coffee shop,39.8,43.8,0.0,26.2,1.0,isthmus,0.66
node/2522752349,43.0746247,-89.3934014,late night food,39.8,50.8,0.0,12.0,0.0,isthmus,0.28
node/3245483866,43.05513059999999,-89.4999204,hardware store,39.8,44.8,0.0,24.6,0.7,west side,1.96
node/2522752349,43.0746247,-89.3934014,urgent care,39.8,31.4,13.0,25.1,0.0,general madison,0.66
node/1182271388,43.0748612,-89.3874147,coffee shop,39.8,43.9,0.0,26.2,0.0,isthmus,0.21
way/1134399617,43.0719294018631,-89.45223628239545,hardware store,39.8,44.7,0.0,24.6,0.7,west side,2.38
node/4420709485,43.0945861,-89.36413690000002,coworking space,39.8,54.0,0.0,5.9,1.0,east washington,1.96
node/4420709485,43.0945861,-89.36413690000002,daycare,39.8,48.8,0.0,16.3,1.0,east washington,1.96
node/11167096805,43.05006699999999,-89.3920584,coworking space,39.7,53.7,0.0,5.9,1.0,park street,0.57
node/8319452818,43.07338489999999,-89.3944438,urgent care,39.7,31.1,13.0,25.1,0.0,general madison,0.55
node/8319452818,43.07338489999999,-89.3944438,late night food,39.7,50.5,0.0,12.0,0.0,isthmus,0.4
way/103183617,43.0733723384285,-89.38325501338285,urgent care,39.7,43.9,0.0,25.1,0.0,downtown,0.09
node/1182271388,43.0748612,-89.3874147,grocery store,39.7,43.9,0.0,25.0,0.0,isthmus,0.21
node/2296195347,43.06918499999999,-89.3923898,coffee shop,39.7,43.5,0.0,26.2,1.0,isthmus,0.68
node/1182271388,43.0748612,-89.3874147,urgent care,39.7,43.9,0.0,25.1,0.0,capitol square,0.29
node/4925300456,43.0407409,-89.3953648,bakery,39.7,46.2,0.0,20.6,1.0,monroe street,1.47
node/956773581,43.0940178,-89.3414668,coworking space,39.6,53.1,0.0,5.9,1.0,east washington,1.93
node/1182271388,43.0748612,-89.3874147,hardware store,39.6,43.9,0.0,24.6,0.0,downtown,0.29
node/9898292787,43.0693148,-89.392177,urgent care,39.6,43.8,0.0,25.1,1.0,downtown,0.84
node/9898292787,43.0693148,-89.392177,hardware store,39.6,43.8,0.0,24.6,1.0,downtown,0.84
way/297754313,43.1132150211739,-89.34823242844925,daycare,39.6,48.0,0.0,16.3,1.0,east washington,3.84
node/2296195347,43.06918499999999,-89.3923898,grocery store,39.6,43.5,0.0,25.0,1.0,isthmus,0.68
node/5661434236,43.0752286,-89.3903163,late night food,39.6,50.2,0.0,12.0,0.0,isthmus,0.04
way/457429394,43.067593640730266,-89.40616022507491,bakery,39.6,45.9,0.0,20.6,0.7,camp randall,0.6
node/9898292787,43.0693148,-89.392177,grocery store,39.6,43.8,0.0,25.0,1.0,isthmus,0.66
way/103183617,43.0733723384285,-89.38325501338285,hardware store,39.6,43.9,0.0,24.6,0.0,downtown,0.09
