id,lat,lon,business_type,final_probability,base_business_score,sentiment_score,trends_demand_score,saturation_score,matched_sentiment_location,distance_to_sentiment_km
node/11167096805,43.05006699999999,-89.3920584,bar,72.4,64.7,100.0,35.0,1.0,fish hatchery,1.13
node/11167096805,43.05006699999999,-89.3920584,coffee shop,71.2,64.7,100.0,26.2,1.0,monroe street,1.26
way/43926492,43.05209980648997,-89.50251034738326,gym,70.9,58.5,100.0,36.5,1.0,junction,1.46
node/8773830624,43.128389899999995,-89.3611411,gym,70.6,57.2,100.0,36.5,1.0,north side,2.55
node/11167096805,43.05006699999999,-89.3920584,bakery,70.5,64.7,100.0,20.6,1.0,park street,0.57
way/86579194,43.0542186082353,-89.50844628851435,gym,70.4,56.6,100.0,36.5,1.0,junction,1.09
way/987655471,43.05749205759648,-89.42806675954046,coffee shop,70.2,60.8,100.0,26.2,0.7,monroe street,1.84
way/456695749,43.06623340255474,-89.41478794793663,restaurant,70.1,58.5,100.0,30.0,1.0,camp randall,0.45
node/3245483866,43.05513059999999,-89.4999204,gym,70.0,54.8,100.0,36.5,0.7,junction,1.28
node/11477165381,43.0640971,-89.4181216,restaurant,69.9,57.8,100.0,30.0,1.0,camp randall,0.79
way/107454783,43.07093661462544,-89.4522959346128,gym,69.9,54.3,100.0,36.5,1.0,hilldale,0.3
way/297754313,43.1132150211739,-89.34823242844925,gym,69.8,54.0,100.0,36.5,1.0,north side,2.6
way/1135060521,43.12621310768891,-89.3042274176044,bakery,69.8,62.0,100.0,20.6,1.0,east side,6.07
node/4925300456,43.0407409,-89.3953648,bar,69.8,54.7,100.0,35.0,1.0,fish hatchery,0.44
node/3240429353,43.0574313,-89.3989271,coffee shop,69.5,58.2,100.0,26.2,0.7,monroe street,1.04
node/11167096805,43.05006699999999,-89.3920584,bar,69.5,53.7,100.0,35.0,1.0,fish hatchery,1.13
way/43926492,43.05209980648997,-89.50251034738326,grocery store,69.4,58.5,100.0,25.0,1.0,junction,1.46
node/8505198887,43.07490049999999,-89.39072080000001,gym,69.2,51.8,100.0,36.5,0.0,capitol square,0.55
node/8773830624,43.128389899999995,-89.3611411,gym,69.2,51.8,100.0,36.5,1.0,north side,2.55
way/86579194,43.0542186082353,-89.50844628851435,gym,69.1,51.5,100.0,36.5,1.0,junction,1.09
way/86579194,43.0542186082353,-89.50844628851435,grocery store,69.0,56.6,100.0,25.0,1.0,junction,1.09
way/107454783,43.07093661462544,-89.4522959346128,restaurant,69.0,54.3,100.0,30.0,1.0,hilldale,0.3
way/37308634,43.074806106649646,-89.4441008496207,gym,69.0,51.0,100.0,36.5,0.7,hilldale,0.52
node/5661434236,43.0752286,-89.3903163,gym,68.8,50.2,100.0,36.5,0.0,capitol square,0.52
way/456695749,43.06623340255474,-89.41478794793663,restaurant,68.8,53.4,100.0,30.0,1.0,camp randall,0.45
node/3240429353,43.0574313,-89.3989271,bakery,68.8,58.2,100.0,20.6,0.7,park street,0.77
way/433662536,43.06239599285799,-89.40046167839698,bakery,68.7,57.8,100.0,20.6,1.0,park street,1.18
node/9898292787,43.0693148,-89.392177,bakery,68.7,57.8,100.0,20.6,1.0,isthmus,0.66
node/4925300456,43.0407409,-89.3953648,coffee shop,68.6,54.7,100.0,26.2,1.0,monroe street,1.47
node/11477165381,43.0640971,-89.4181216,restaurant,68.6,52.7,100.0,30.0,1.0,camp randall,0.79
node/2296195347,43.06918499999999,-89.3923898,bakery,68.6,57.5,100.0,20.6,1.0,isthmus,0.68
node/7324078516,43.0750199,-89.3899089,gym,68.6,49.6,100.0,36.5,0.0,capitol square,0.49
node/3245483866,43.05513059999999,-89.4999204,grocery store,68.5,54.8,100.0,25.0,0.7,junction,1.28
way/1135060521,43.12621310768891,-89.3042274176044,bakery,68.5,57.1,100.0,20.6,1.0,east side,6.07
node/11074151817,43.09860369999999,-89.3487346,bakery,68.5,57.0,100.0,20.6,1.0,east side,3.03
node/9427078625,43.03668480000002,-89.4151298,coffee shop,68.5,54.3,100.0,26.2,1.0,monroe street,1.65
node/11167096805,43.05006699999999,-89.3920584,coffee shop,68.4,53.7,100.0,26.2,1.0,monroe street,1.26
way/43926492,43.05209980648997,-89.50251034738326,gym,68.3,48.4,100.0,36.5,1.0,junction,1.46
way/457429394,43.067593640730266,-89.40616022507491,restaurant,68.2,51.0,100.0,30.0,0.7,camp randall,0.6
way/297754313,43.1132150211739,-89.34823242844925,gym,68.2,48.0,100.0,36.5,1.0,north side,2.6
way/37308634,43.074806106649646,-89.4441008496207,restaurant,68.2,51.0,100.0,30.0,0.7,hilldale,0.52
node/956773894,43.0972453,-89.3152071,bakery,68.2,55.9,100.0,20.6,1.0,east side,2.75
node/11074151817,43.09860369999999,-89.3487346,bakery,68.2,55.9,100.0,20.6,1.0,east side,3.03
way/669758023,43.034228860502786,-89.4455499347774,coffee shop,68.1,52.7,100.0,26.2,1.0,monroe street,3.58
node/11167096805,43.05006699999999,-89.3920584,convenience store,68.1,64.7,100.0,2.5,1.0,monroe street,1.26
way/456695749,43.06623340255474,-89.41478794793663,late night food,67.8,58.5,100.0,12.0,1.0,camp randall,0.45
node/956773581,43.0940178,-89.3414668,bakery,67.8,54.2,100.0,20.6,1.0,east side,2.31
way/107454783,43.07093661462544,-89.4522959346128,gym,67.8,46.4,100.0,36.5,1.0,hilldale,0.3
node/5029100532,43.0939931,-89.3411095,bakery,67.8,54.2,100.0,20.6,1.0,east side,2.3
way/297754313,43.1132150211739,-89.34823242844925,bakery,67.7,54.0,100.0,20.6,1.0,east side,4.5
node/11477165381,43.0640971,-89.4181216,late night food,67.6,57.8,100.0,12.0,1.0,camp randall,0.79
node/11167096805,43.05006699999999,-89.3920584,bakery,67.6,53.7,100.0,20.6,1.0,park street,0.57
node/9427078625,43.03668480000002,-89.4151298,coffee shop,67.6,50.8,100.0,26.2,1.0,monroe street,1.65
node/4925300456,43.0407409,-89.3953648,bar,67.6,46.2,100.0,35.0,1.0,fish hatchery,0.44
way/86579194,43.0542186082353,-89.50844628851435,grocery store,67.6,51.5,100.0,25.0,1.0,junction,1.09
node/956773581,43.0940178,-89.3414668,bakery,67.5,53.1,100.0,20.6,1.0,east side,2.31
node/13270880290,43.0754897,-89.3856372,gym,67.5,45.1,100.0,36.5,0.0,capitol square,0.16
node/5029100532,43.0939931,-89.3411095,bakery,67.5,53.1,100.0,20.6,1.0,east side,2.3
node/7259543422,43.074288,-89.390416,bakery,67.4,52.7,100.0,20.6,0.0,isthmus,0.09
way/1134399617,43.0719294018631,-89.45223628239545,gym,67.4,44.7,100.0,36.5,0.7,hilldale,0.22
node/3245483866,43.05513059999999,-89.4999204,gym,67.4,44.8,100.0,36.5,0.7,junction,1.28
node/956773894,43.0972453,-89.3152071,bakery,67.4,52.7,100.0,20.6,1.0,east side,2.75
way/433662536,43.06239599285799,-89.40046167839698,bakery,67.4,52.7,100.0,20.6,1.0,park street,1.18
node/4471944660,43.1086945,-89.3176002,bakery,67.4,52.7,100.0,20.6,1.0,east side,3.88
way/37308634,43.074806106649646,-89.4441008496207,gym,67.3,44.3,100.0,36.5,0.7,hilldale,0.52
way/669758023,43.034228860502786,-89.4455499347774,coffee shop,67.2,49.3,100.0,26.2,1.0,monroe street,3.58
node/6340379852,43.0749307,-89.39238,bakery,67.1,51.5,100.0,20.6,0.0,isthmus,0.19
node/1182271388,43.0748612,-89.3874147,gym,67.1,43.9,100.0,36.5,0.0,capitol square,0.29
node/2522752354,43.0746727,-89.3903719,bakery,67.1,51.8,100.0,20.6,0.0,isthmus,0.05
way/987655471,43.05749205759648,-89.42806675954046,convenience store,67.1,60.8,100.0,2.5,0.7,monroe street,1.84
node/7216954213,43.0747156,-89.39210400000002,bakery,67.1,51.8,100.0,20.6,0.0,isthmus,0.17
node/8505198887,43.07490049999999,-89.39072080000001,bakery,67.1,51.8,100.0,20.6,0.0,isthmus,0.06
way/107454783,43.07093661462544,-89.4522959346128,restaurant,67.0,46.4,100.0,30.0,1.0,hilldale,0.3
node/2522752349,43.0746247,-89.3934014,bakery,66.9,50.8,100.0,20.6,0.0,isthmus,0.28
way/457429394,43.067593640730266,-89.40616022507491,restaurant,66.8,45.9,100.0,30.0,0.7,camp randall,0.6
node/9898292787,43.0693148,-89.392177,coworking space,66.8,57.8,100.0,5.9,1.0,isthmus,0.66
node/8319452818,43.07338489999999,-89.3944438,bakery,66.8,50.5,100.0,20.6,0.0,isthmus,0.4
way/43926492,43.05209980648997,-89.50251034738326,grocery store,66.8,48.4,100.0,25.0,1.0,junction,1.46
node/5661434236,43.0752286,-89.3903163,bakery,66.7,50.2,100.0,20.6,0.0,isthmus,0.04
node/3240429353,43.0574313,-89.3989271,coffee shop,66.7,47.2,100.0,26.2,0.7,monroe street,1.04
node/2296195347,43.06918499999999,-89.3923898,coworking space,66.7,57.5,100.0,5.9,1.0,isthmus,0.68
way/987655471,43.05749205759648,-89.42806675954046,coffee shop,66.6,46.9,100.0,26.2,0.7,monroe street,1.84
node/7324078516,43.0750199,-89.3899089,bakery,66.6,49.6,100.0,20.6,0.0,isthmus,0.01
node/3240429353,43.0574313,-89.3989271,convenience store,66.5,58.2,100.0,2.5,0.7,monroe street,1.04
way/1134399617,43.0719294018631,-89.45223628239545,restaurant,66.5,44.7,100.0,30.0,0.7,hilldale,0.22
way/456695749,43.06623340255474,-89.41478794793663,convenience store,66.5,58.5,100.0,2.5,1.0,camp randall,0.45
node/5642484847,43.0749071,-89.3819968,gym,66.5,41.3,100.0,36.5,0.0,capitol square,0.16
way/43926492,43.05209980648997,-89.50251034738326,convenience store,66.5,58.5,100.0,2.5,1.0,west side,2.32
node/4925300456,43.0407409,-89.3953648,coffee shop,66.4,46.2,100.0,26.2,1.0,monroe street,1.47
node/11477165381,43.0640971,-89.4181216,convenience store,66.4,57.8,100.0,2.5,1.0,camp randall,0.79
way/37308634,43.074806106649646,-89.4441008496207,restaurant,66.4,44.3,100.0,30.0,0.7,hilldale,0.52
way/456695749,43.06623340255474,-89.41478794793663,late night food,66.4,53.4,100.0,12.0,1.0,camp randall,0.45
node/591443374,43.0574728,-89.5049543,gym,66.4,41.0,100.0,36.5,0.0,junction,0.83
node/11477165381,43.0640971,-89.4181216,late night food,66.3,52.7,100.0,12.0,1.0,camp randall,0.79
way/297754313,43.1132150211739,-89.34823242844925,bakery,66.1,48.0,100.0,20.6,1.0,east side,4.5
way/86579194,43.0542186082353,-89.50844628851435,convenience store,66.0,56.6,100.0,2.5,1.0,west side,2.6
node/3240429353,43.0574313,-89.3989271,bakery,65.9,47.2,100.0,20.6,0.7,park street,0.77
node/3245483866,43.05513059999999,-89.4999204,grocery store,65.9,44.8,100.0,25.0,0.7,junction,1.28
way/457429394,43.067593640730266,-89.40616022507491,late night food,65.8,51.0,100.0,12.0,0.7,camp randall,0.6
way/374720809,43.05761232897419,-89.50673069904921,gym,65.7,38.5,100.0,36.5,0.0,junction,0.76
node/3245483866,43.05513059999999,-89.4999204,convenience store,65.6,54.8,100.0,2.5,0.7,west side,1.96
way/105672012,43.1273028782192,-89.29562357000532,bakery,65.6,45.9,100.0,20.6,0.7,east side,6.45
node/9929920560,43.0531595,-89.4844202,convenience store,65.6,55.0,100.0,2.5,1.0,west side,1.36
node/4471944660,43.1086945,-89.3176002,bakery,65.6,45.9,100.0,20.6,1.0,east side,3.88
node/4925300456,43.0407409,-89.3953648,convenience store,65.5,54.7,100.0,2.5,1.0,monroe street,1.47
node/13270880290,43.0754897,-89.3856372,gym,65.5,37.5,100.0,36.5,0.0,capitol square,0.16
way/107454783,43.07093661462544,-89.4522959346128,convenience store,65.5,54.3,100.0,2.5,1.0,west side,2.35
node/9427078625,43.03668480000002,-89.4151298,convenience store,65.5,54.3,100.0,2.5,1.0,monroe street,1.65
node/7259543422,43.074288,-89.390416,coworking space,65.5,52.7,100.0,5.9,0.0,isthmus,0.09
node/7259543422,43.074288,-89.390416,bakery,65.4,45.1,100.0,20.6,0.0,isthmus,0.09
way/1134399617,43.0719294018631,-89.45223628239545,gym,65.3,36.8,100.0,36.5,0.7,hilldale,0.22
node/11167096805,43.05006699999999,-89.3920584,convenience store,65.3,53.7,100.0,2.5,1.0,monroe street,1.26
node/6340379852,43.0749307,-89.39238,coworking space,65.2,51.5,100.0,5.9,0.0,isthmus,0.19
node/2522752354,43.0746727,-89.3903719,coworking space,65.2,51.8,100.0,5.9,0.0,isthmus,0.05
way/347311465,43.08226448792176,-89.37960634321263,gym,65.2,36.4,100.0,36.5,0.3,capitol square,0.9
way/456695749,43.06623340255474,-89.41478794793663,convenience store,65.2,53.4,100.0,2.5,1.0,camp randall,0.45
node/8505198887,43.07490049999999,-89.39072080000001,coworking space,65.2,51.8,100.0,5.9,0.0,isthmus,0.06
node/7216954213,43.0747156,-89.39210400000002,coworking space,65.2,51.8,100.0,5.9,0.0,isthmus,0.17
node/1182271388,43.0748612,-89.3874147,gym,65.2,36.2,100.0,36.5,0.0,capitol square,0.29
node/591443374,43.0574728,-89.5049543,gym,65.1,35.9,100.0,36.5,0.0,junction,0.83
node/1182271388,43.0748612,-89.3874147,bakery,65.1,43.9,100.0,20.6,0.0,isthmus,0.21
node/9898292787,43.0693148,-89.392177,bakery,65.1,43.8,100.0,20.6,1.0,isthmus,0.66
way/347311465,43.08226448792176,-89.37960634321263,gym,65.1,36.0,100.0,36.5,0.3,capitol square,0.9
node/11477165381,43.0640971,-89.4181216,convenience store,65.0,52.7,100.0,2.5,1.0,camp randall,0.79
node/8505198887,43.07490049999999,-89.39072080000001,gym,65.0,35.6,100.0,36.5,0.0,capitol square,0.55
node/2522752349,43.0746247,-89.3934014,coworking space,65.0,50.8,100.0,5.9,0.0,isthmus,0.28
node/2296195347,43.06918499999999,-89.3923898,bakery,65.0,43.5,100.0,20.6,1.0,isthmus,0.68
way/669758023,43.034228860502786,-89.4455499347774,convenience store,65.0,52.7,100.0,2.5,1.0,monroe street,3.58
node/591443374,43.0574728,-89.5049543,grocery store,64.9,41.0,100.0,25.0,0.0,junction,0.83
node/8319452818,43.07338489999999,-89.3944438,coworking space,64.9,50.5,100.0,5.9,0.0,isthmus,0.4
node/5661434236,43.0752286,-89.3903163,coworking space,64.8,50.2,100.0,5.9,0.0,isthmus,0.04
way/86579194,43.0542186082353,-89.50844628851435,convenience store,64.7,51.5,100.0,2.5,1.0,west side,2.6
node/7324078516,43.0750199,-89.3899089,coworking space,64.7,49.6,100.0,5.9,0.0,isthmus,0.01
way/457429394,43.067593640730266,-89.40616022507491,convenience store,64.6,51.0,100.0,2.5,0.7,camp randall,0.6
node/5661434236,43.0752286,-89.3903163,gym,64.6,34.0,100.0,36.5,0.0,capitol square,0.52
node/7126784708,43.0726154,-89.387835,bakery,64.5,41.6,100.0,20.6,0.0,isthmus,0.32
way/1134399617,43.0719294018631,-89.45223628239545,restaurant,64.5,36.8,100.0,30.0,0.7,hilldale,0.22
way/457429394,43.067593640730266,-89.40616022507491,late night food,64.5,45.9,100.0,12.0,0.7,camp randall,0.6
node/9427078625,43.03668480000002,-89.4151298,convenience store,64.5,50.8,100.0,2.5,1.0,monroe street,1.65
way/105672012,43.1273028782192,-89.29562357000532,bakery,64.4,41.1,100.0,20.6,0.7,east side,6.45
node/7324078516,43.0750199,-89.3899089,gym,64.4,33.4,100.0,36.5,0.0,capitol square,0.49
node/5642484847,43.0749071,-89.3819968,gym,64.4,33.3,100.0,36.5,0.0,capitol square,0.16
way/374720809,43.05761232897419,-89.50673069904921,gym,64.4,33.4,100.0,36.5,0.0,junction,0.76
way/374720809,43.05761232897419,-89.50673069904921,grocery store,64.2,38.5,100.0,25.0,0.0,junction,0.76
way/669758023,43.034228860502786,-89.4455499347774,convenience store,64.1,49.3,100.0,2.5,1.0,monroe street,3.58
way/62164927,43.052617940773146,-89.47592550158006,convenience store,64.0,48.8,100.0,2.5,0.7,west side,1.42
way/43926492,43.05209980648997,-89.50251034738326,convenience store,63.9,48.4,100.0,2.5,1.0,west side,2.32
node/3240429353,43.0574313,-89.3989271,convenience store,63.6,47.2,100.0,2.5,0.7,monroe street,1.04
node/591443374,43.0574728,-89.5049543,grocery store,63.6,35.9,100.0,25.0,0.0,junction,0.83
way/987655471,43.05749205759648,-89.42806675954046,convenience store,63.5,46.9,100.0,2.5,0.7,monroe street,1.84
node/7259543422,43.074288,-89.390416,coworking space,63.5,45.1,100.0,5.9,0.0,isthmus,0.09
way/107454783,43.07093661462544,-89.4522959346128,convenience store,63.4,46.4,100.0,2.5,1.0,west side,2.35
node/4925300456,43.0407409,-89.3953648,convenience store,63.3,46.2,100.0,2.5,1.0,monroe street,1.47
way/457429394,43.067593640730266,-89.40616022507491,convenience store,63.3,45.9,100.0,2.5,0.7,camp randall,0.6
node/9898292787,43.0693148,-89.392177,coworking space,63.2,43.8,100.0,5.9,1.0,isthmus,0.66
node/1182271388,43.0748612,-89.3874147,coworking space,63.2,43.9,100.0,5.9,0.0,isthmus,0.21
node/2296195347,43.06918499999999,-89.3923898,coworking space,63.1,43.5,100.0,5.9,1.0,isthmus,0.68
node/1182271388,43.0748612,-89.3874147,bakery,63.1,36.2,100.0,20.6,0.0,isthmus,0.21
node/9929920560,43.0531595,-89.4844202,convenience store,63.0,45.0,100.0,2.5,1.0,west side,1.36
node/3245483866,43.05513059999999,-89.4999204,convenience store,63.0,44.8,100.0,2.5,0.7,west side,1.96
node/8505198887,43.07490049999999,-89.39072080000001,bakery,62.9,35.6,100.0,20.6,0.0,isthmus,0.06
way/1134399617,43.0719294018631,-89.45223628239545,convenience store,62.9,44.7,100.0,2.5,0.7,west side,2.38
node/6340379852,43.0749307,-89.39238,bakery,62.9,35.3,100.0,20.6,0.0,isthmus,0.19
way/987655471,43.05749205759648,-89.42806675954046,gym,62.9,60.8,66.7,36.5,0.7,monroe street,1.84
way/374720809,43.05761232897419,-89.50673069904921,grocery store,62.9,33.4,100.0,25.0,0.0,junction,0.76
node/7126784708,43.0726154,-89.387835,coworking space,62.6,41.6,100.0,5.9,0.0,isthmus,0.32
node/5661434236,43.0752286,-89.3903163,bakery,62.5,34.0,100.0,20.6,0.0,isthmus,0.04
node/7126784708,43.0726154,-89.387835,bakery,62.5,34.0,100.0,20.6,0.0,isthmus,0.32
node/7324078516,43.0750199,-89.3899089,bakery,62.4,33.4,100.0,20.6,0.0,isthmus,0.01
node/11167096805,43.05006699999999,-89.3920584,pharmacy,62.4,64.7,66.7,25.3,1.0,monroe street,1.26
node/3240429353,43.0574313,-89.3989271,gym,62.2,58.2,66.7,36.5,0.7,monroe street,1.04
node/7216954213,43.0747156,-89.39210400000002,bakery,62.1,32.4,100.0,20.6,0.0,isthmus,0.17
node/2522752354,43.0746727,-89.3903719,bakery,62.1,32.4,100.0,20.6,0.0,isthmus,0.05
node/591443374,43.0574728,-89.5049543,convenience store,62.0,41.0,100.0,2.5,0.0,west side,2.19
node/8319452818,43.07338489999999,-89.3944438,bakery,61.8,31.1,100.0,20.6,0.0,isthmus,0.4
node/2522752349,43.0746247,-89.3934014,bakery,61.8,31.4,100.0,20.6,0.0,isthmus,0.28
way/62164927,43.052617940773146,-89.47592550158006,convenience store,61.4,38.8,100.0,2.5,0.7,west side,1.42
way/987655471,43.05749205759648,-89.42806675954046,pharmacy,61.4,60.8,66.7,25.3,0.7,monroe street,1.84
way/374720809,43.05761232897419,-89.50673069904921,convenience store,61.3,38.5,100.0,2.5,0.0,west side,2.32
node/9427078625,43.03668480000002,-89.4151298,gym,61.2,54.3,66.7,36.5,1.0,monroe street,1.65
node/1182271388,43.0748612,-89.3874147,coworking space,61.2,36.2,100.0,5.9,0.0,isthmus,0.21
node/8505198887,43.07490049999999,-89.39072080000001,coworking space,61.0,35.6,100.0,5.9,0.0,isthmus,0.06
node/6340379852,43.0749307,-89.39238,coworking space,60.9,35.3,100.0,5.9,0.0,isthmus,0.19
way/1134399617,43.0719294018631,-89.45223628239545,convenience store,60.9,36.8,100.0,2.5,0.7,west side,2.38
way/669758023,43.034228860502786,-89.4455499347774,gym,60.8,52.7,66.7,36.5,1.0,monroe street,3.58
node/3240429353,43.0574313,-89.3989271,pharmacy,60.8,58.2,66.7,25.3,0.7,monroe street,1.04
node/11167096805,43.05006699999999,-89.3920584,late night food,60.7,64.7,66.7,12.0,1.0,monroe street,1.26
node/11167096805,43.05006699999999,-89.3920584,grocery store,60.7,64.7,60.0,25.0,1.0,monroe street,1.26
node/591443374,43.0574728,-89.5049543,convenience store,60.7,35.9,100.0,2.5,0.0,west side,2.19
node/5661434236,43.0752286,-89.3903163,coworking space,60.6,34.0,100.0,5.9,0.0,isthmus,0.04
node/7126784708,43.0726154,-89.387835,coworking space,60.6,34.0,100.0,5.9,0.0,isthmus,0.32
node/7324078516,43.0750199,-89.3899089,coworking space,60.5,33.4,100.0,5.9,0.0,isthmus,0.01
node/9427078625,43.03668480000002,-89.4151298,gym,60.3,50.8,66.7,36.5,1.0,monroe street,1.65
way/456695749,43.06623340255474,-89.41478794793663,bar,60.3,58.5,60.0,35.0,1.0,camp randall,0.45
node/2522752354,43.0746727,-89.3903719,coworking space,60.2,32.4,100.0,5.9,0.0,isthmus,0.05
node/7216954213,43.0747156,-89.39210400000002,coworking space,60.2,32.4,100.0,5.9,0.0,isthmus,0.17
node/11477165381,43.0640971,-89.4181216,bar,60.2,57.8,60.0,35.0,1.0,camp randall,0.79
way/374720809,43.05761232897419,-89.50673069904921,convenience store,60.0,33.4,100.0,2.5,0.0,west side,2.32
node/8319452818,43.07338489999999,-89.3944438,coworking space,59.9,31.1,100.0,5.9,0.0,isthmus,0.4
way/669758023,43.034228860502786,-89.4455499347774,gym,59.9,49.3,66.7,36.5,1.0,monroe street,3.58
node/2522752349,43.0746247,-89.3934014,coworking space,59.9,31.4,100.0,5.9,0.0,isthmus,0.28
node/4925300456,43.0407409,-89.3953648,pharmacy,59.8,54.7,66.7,25.3,1.0,monroe street,1.47
node/9427078625,43.03668480000002,-89.4151298,pharmacy,59.7,54.3,66.7,25.3,1.0,monroe street,1.65
node/8505198887,43.07490049999999,-89.39072080000001,restaurant,59.7,51.8,66.7,30.0,0.0,capitol square,0.55
way/987655471,43.05749205759648,-89.42806675954046,grocery store,59.7,60.8,60.0,25.0,0.7,monroe street,1.84
node/13270880290,43.0754897,-89.3856372,coffee shop,59.6,45.1,75.0,26.2,0.0,capitol square,0.16
node/11167096805,43.05006699999999,-89.3920584,pharmacy,59.6,53.7,66.7,25.3,1.0,monroe street,1.26
node/9929920560,43.0531595,-89.4844202,restaurant,59.4,55.0,62.5,30.0,1.0,west side,1.36
way/669758023,43.034228860502786,-89.4455499347774,pharmacy,59.3,52.7,66.7,25.3,1.0,monroe street,3.58
way/987655471,43.05749205759648,-89.42806675954046,gym,59.3,46.9,66.7,36.5,0.7,monroe street,1.84
node/5661434236,43.0752286,-89.3903163,restaurant,59.3,50.2,66.7,30.0,0.0,capitol square,0.52
node/3240429353,43.0574313,-89.3989271,gym,59.3,47.2,66.7,36.5,0.7,monroe street,1.04
way/1135060521,43.12621310768891,-89.3042274176044,coworking space,59.2,62.0,66.7,5.9,1.0,east side,6.07
node/7324078516,43.0750199,-89.3899089,restaurant,59.1,49.6,66.7,30.0,0.0,capitol square,0.49
way/456695749,43.06623340255474,-89.41478794793663,bar,59.0,53.4,60.0,35.0,1.0,camp randall,0.45
node/3240429353,43.0574313,-89.3989271,grocery store,59.0,58.2,60.0,25.0,0.7,monroe street,1.04
node/11477165381,43.0640971,-89.4181216,bar,58.9,52.7,60.0,35.0,1.0,camp randall,0.79
node/9427078625,43.03668480000002,-89.4151298,pharmacy,58.8,50.8,66.7,25.3,1.0,monroe street,1.65
node/5642484847,43.0749071,-89.3819968,coffee shop,58.6,41.3,75.0,26.2,0.0,capitol square,0.16
way/457429394,43.067593640730266,-89.40616022507491,bar,58.4,51.0,60.0,35.0,0.7,camp randall,0.6
way/669758023,43.034228860502786,-89.4455499347774,pharmacy,58.4,49.3,66.7,25.3,1.0,monroe street,3.58
node/4925300456,43.0407409,-89.3953648,late night food,58.1,54.7,66.7,12.0,1.0,monroe street,1.47
node/8773830624,43.128389899999995,-89.3611411,bakery,58.1,57.2,60.0,20.6,1.0,downtown,6.33
node/4925300456,43.0407409,-89.3953648,grocery store,58.1,54.7,60.0,25.0,1.0,monroe street,1.47
node/9427078625,43.03668480000002,-89.4151298,late night food,58.0,54.3,66.7,12.0,1.0,monroe street,1.65
node/13270880290,43.0754897,-89.3856372,restaurant,58.0,45.1,66.7,30.0,0.0,capitol square,0.16
way/1135060521,43.12621310768891,-89.3042274176044,coworking space,58.0,57.1,66.7,5.9,1.0,east side,6.07
node/9427078625,43.03668480000002,-89.4151298,grocery store,58.0,54.3,60.0,25.0,1.0,monroe street,1.65
node/3240429353,43.0574313,-89.3989271,pharmacy,57.9,47.2,66.7,25.3,0.7,monroe street,1.04
node/11167096805,43.05006699999999,-89.3920584,late night food,57.9,53.7,66.7,12.0,1.0,monroe street,1.26
way/62164927,43.052617940773146,-89.47592550158006,restaurant,57.8,48.8,62.5,30.0,0.7,west side,1.42
way/987655471,43.05749205759648,-89.42806675954046,pharmacy,57.8,46.9,66.7,25.3,0.7,monroe street,1.84
node/11167096805,43.05006699999999,-89.3920584,grocery store,57.8,53.7,60.0,25.0,1.0,monroe street,1.26
node/13270880290,43.0754897,-89.3856372,coffee shop,57.7,37.5,75.0,26.2,0.0,capitol square,0.16
node/4925300456,43.0407409,-89.3953648,pharmacy,57.6,46.2,66.7,25.3,1.0,monroe street,1.47
node/956773894,43.0972453,-89.3152071,coworking space,57.6,55.9,66.7,5.9,1.0,east side,2.75
node/9929920560,43.0531595,-89.4844202,coffee shop,57.6,55.0,57.1,26.2,1.0,west side,1.36
node/1182271388,43.0748612,-89.3874147,restaurant,57.6,43.9,66.7,30.0,0.0,capitol square,0.29
way/669758023,43.034228860502786,-89.4455499347774,grocery store,57.6,52.7,60.0,25.0,1.0,monroe street,3.58
way/669758023,43.034228860502786,-89.4455499347774,late night food,57.6,52.7,66.7,12.0,1.0,monroe street,3.58
way/107454783,43.07093661462544,-89.4522959346128,coffee shop,57.4,54.3,57.1,26.2,1.0,west side,2.35
node/4420709485,43.0945861,-89.36413690000002,bakery,57.3,54.0,60.0,20.6,1.0,downtown,2.8
node/9427078625,43.03668480000002,-89.4151298,bar,57.1,54.3,51.6,35.0,1.0,monroe street,1.65
node/9427078625,43.03668480000002,-89.4151298,late night food,57.1,50.8,66.7,12.0,1.0,monroe street,1.65
node/9427078625,43.03668480000002,-89.4151298,grocery store,57.1,50.8,60.0,25.0,1.0,monroe street,1.65
way/43926492,43.05209980648997,-89.50251034738326,restaurant,57.1,58.5,50.0,30.0,1.0,junction,1.46
way/457429394,43.067593640730266,-89.40616022507491,bar,57.1,45.9,60.0,35.0,0.7,camp randall,0.6
way/987655471,43.05749205759648,-89.42806675954046,hardware store,57.0,60.8,50.0,24.6,0.7,campus,2.47
node/5642484847,43.0749071,-89.3819968,restaurant,57.0,41.3,66.7,30.0,0.0,capitol square,0.16
node/956773894,43.0972453,-89.3152071,coworking space,56.8,52.7,66.7,5.9,1.0,east side,2.75
node/8773830624,43.128389899999995,-89.3611411,bakery,56.8,51.8,60.0,20.6,1.0,downtown,6.33
node/9929920560,43.0531595,-89.4844202,restaurant,56.8,45.0,62.5,30.0,1.0,west side,1.36
way/1135060521,43.12621310768891,-89.3042274176044,restaurant,56.8,62.0,45.5,30.0,1.0,east side,6.07
node/4471944660,43.1086945,-89.3176002,coworking space,56.8,52.7,66.7,5.9,1.0,east side,3.88
way/669758023,43.034228860502786,-89.4455499347774,grocery store,56.7,49.3,60.0,25.0,1.0,monroe street,3.58
way/669758023,43.034228860502786,-89.4455499347774,late night food,56.7,49.3,66.7,12.0,1.0,monroe street,3.58
